timestamp,ecg_value,bpm,label,hrv,ecg_mean,ecg_std,bpm_range,signal_energy
2278,0.3157,91.05,awake,27.6,0.3207,0.0443,9.15,5.2397
2279,0.1285,91.24,awake,23.53,0.132,0.0424,8.12,0.9605
2280,1.0328,84.6,awake,20.72,1.0367,0.0448,5.83,53.8425
2281,0.5996,62.08,deep,47.52,0.6091,0.0508,9.44,18.6795
2282,0.886,59.57,deep,62.36,0.8841,0.05,6.76,39.2103
2283,0.5993,72.94,light,32.92,0.6051,0.0471,4.67,18.4181
2284,0.4806,59.46,deep,40.62,0.4883,0.0426,5.58,12.0106
2285,0.0054,93.36,awake,24.3,0.0005,0.0492,9.76,0.1212
2286,1.9143,84.22,awake,12.42,1.9134,0.0551,8.85,183.2002
2287,0.762,58.96,deep,47.51,0.76,0.0508,7.81,29.01
2288,0.1672,59.07,deep,69.71,0.1648,0.0544,5.6,1.5055
2289,-0.9834,73.45,light,40.54,-0.9883,0.0483,5.46,48.9529
2290,-0.372,82.85,awake,20.46,-0.3824,0.0435,5.03,7.4055
2291,0.6521,76.57,light,41.23,0.6612,0.0501,7.78,21.9882
2292,0.2666,71.31,light,36.74,0.2662,0.0476,9.18,3.6559
2293,1.0514,62.95,deep,51.71,1.0501,0.049,7.84,55.253
2294,-1.1193,80.19,awake,22.86,-1.1115,0.0485,4.32,61.8842
2295,-1.1814,88.66,awake,18.45,-1.1916,0.0457,9.64,71.0965
2296,0.11,59.95,deep,64.23,0.1072,0.0551,3.58,0.726
2297,0.6263,74.93,light,31.57,0.6261,0.0428,4.07,19.6912
2298,0.2406,59.03,deep,56.03,0.2488,0.0515,3.38,3.2287
2299,-1.1622,56.28,deep,57.23,-1.1588,0.0479,6.4,67.2507
2300,-0.369,58.62,deep,62.53,-0.3722,0.0608,5.66,7.1102
2301,1.0931,82.93,awake,19.66,1.097,0.0496,8.26,60.2889
2302,-0.7451,58.75,deep,47.37,-0.7371,0.0439,5.12,27.2618
2303,-1.7934,84.84,awake,17.09,-1.7874,0.0473,9.33,159.8454
2304,-0.4042,59.91,deep,53.85,-0.3971,0.0493,7.52,8.0059
2305,0.0287,56.16,deep,51.55,0.0255,0.0528,7.88,0.1716
2306,2.2141,77.53,awake,23.3,2.2188,0.0509,9.87,246.2729
2307,-0.3679,59.18,deep,64.54,-0.3643,0.0478,8.84,6.7496
2308,-0.1276,74.81,light,36.71,-0.1293,0.045,8.29,0.9373
2309,0.1083,58.25,deep,52.26,0.1128,0.045,3.0,0.7373
2310,0.2417,57.32,deep,50.5,0.2469,0.0421,5.3,3.1356
2311,0.452,91.75,awake,25.86,0.4401,0.0487,6.99,9.8023
2312,-0.4023,59.81,deep,65.51,-0.4063,0.052,7.64,8.391
2313,0.1669,57.78,deep,59.65,0.1677,0.0511,4.84,1.5365
2314,0.3903,58.83,deep,48.78,0.3889,0.0464,4.83,7.6714
2315,0.4716,74.2,light,29.56,0.4776,0.0423,5.81,11.4926
2316,0.3315,63.37,deep,60.35,0.3293,0.053,6.26,5.5621
2317,0.8508,76.01,light,35.41,0.8539,0.0536,6.55,36.5991
2318,0.0549,81.51,awake,24.17,0.0535,0.0533,6.29,0.2852
2319,-0.0686,90.66,awake,20.78,-0.0775,0.0406,8.91,0.3826
2320,-0.2166,70.04,light,26.49,-0.217,0.0481,7.24,2.4701
2321,0.1345,61.99,deep,45.45,0.1375,0.0525,9.69,1.0838
2322,-0.3129,73.54,light,37.46,-0.3178,0.0627,6.01,5.2454
2323,-0.7877,55.45,deep,57.71,-0.7771,0.0559,8.97,30.3494
2324,-0.2531,73.2,light,45.31,-0.2512,0.0506,3.68,3.2832
2325,-0.0554,82.04,awake,20.39,-0.0458,0.0526,5.16,0.2432
2326,-0.6941,76.67,light,22.91,-0.7002,0.0488,3.41,24.6357
2327,2.0446,78.03,awake,17.65,2.0369,0.048,8.09,207.5555
2328,0.2933,58.91,deep,53.38,0.2957,0.0493,6.53,4.4946
2329,0.6355,57.51,deep,46.71,0.6351,0.0472,6.87,20.2792
2330,-0.3114,59.59,deep,45.43,-0.3128,0.0562,3.55,5.0503
2331,0.1019,60.66,deep,58.68,0.1019,0.0522,9.13,0.6556
2332,0.7057,86.8,awake,25.29,0.7123,0.0539,4.87,25.5106
2333,-0.873,62.38,deep,64.14,-0.8626,0.0559,5.32,37.3637
2334,0.451,60.64,deep,41.62,0.4598,0.0477,3.27,10.6847
2335,0.9884,81.29,awake,19.74,0.9966,0.0547,8.21,49.81
2336,-0.1596,71.9,light,45.12,-0.1586,0.0539,8.29,1.4029
2337,0.0676,61.78,deep,49.08,0.0748,0.0563,9.64,0.438
2338,1.1388,77.75,light,41.56,1.1463,0.0566,4.68,65.8564
2339,-0.211,71.22,light,35.75,-0.2112,0.0542,4.26,2.3759
2340,-0.4361,58.85,deep,61.02,-0.4387,0.0499,6.27,9.7472
2341,0.9997,84.67,awake,19.25,0.9954,0.046,5.72,49.643
2342,-0.3184,60.27,deep,50.86,-0.3173,0.0425,5.3,5.123
2343,-0.2614,61.88,deep,50.56,-0.2614,0.0475,8.42,3.5298
2344,0.7889,77.03,light,36.69,0.7904,0.0513,6.54,31.3693
2345,-0.3492,61.09,deep,57.39,-0.3418,0.0459,3.18,5.9474
2346,-0.062,75.26,light,33.37,-0.0646,0.0422,3.02,0.2978
2347,1.5479,72.54,light,42.72,1.5364,0.0442,6.11,118.1229
2348,-0.9967,90.44,awake,32.0,-0.9972,0.0568,6.1,49.8807
2349,-0.273,60.67,deep,42.93,-0.26,0.0508,9.86,3.5093
2350,-0.5951,81.57,awake,13.93,-0.5819,0.0523,8.36,17.0671
2351,-0.5044,79.26,awake,14.53,-0.4996,0.0576,5.44,12.6438
2352,1.144,76.71,light,31.86,1.1506,0.0483,9.26,66.3109
2353,-0.0111,73.97,light,40.34,0.0002,0.0523,7.04,0.1365
2354,0.4433,88.36,awake,26.17,0.4396,0.0545,6.08,9.8087
2355,-0.2714,59.74,deep,67.75,-0.2653,0.0553,4.49,3.6722
2356,-0.4605,81.35,awake,21.37,-0.4473,0.0505,5.47,10.1328
2357,0.3687,75.67,light,28.5,0.3774,0.0428,4.61,7.2151
2358,0.4519,63.27,deep,48.97,0.4446,0.0542,9.69,10.0279
2359,-0.3012,75.28,light,50.12,-0.2998,0.0435,8.82,4.5872
2360,-0.7188,81.62,awake,18.41,-0.7199,0.0537,4.05,26.0533
2361,0.0843,59.15,deep,63.27,0.0825,0.0445,3.46,0.4399
2362,0.3495,91.87,awake,29.41,0.3531,0.0502,8.14,6.3582
2363,-1.9967,71.0,light,34.89,-2.0079,0.0444,6.77,201.6874
2364,-1.2667,59.81,deep,70.99,-1.2717,0.0403,4.81,80.9442
2365,-0.5643,78.76,light,44.61,-0.5611,0.051,8.42,15.8722
2366,0.0483,81.86,awake,17.56,0.0418,0.0487,8.39,0.2059
2367,0.0596,80.88,awake,14.41,0.0571,0.0456,6.36,0.2671
2368,1.568,91.92,awake,26.55,1.5688,0.0517,8.35,123.1959
2369,0.187,69.84,light,39.06,0.197,0.046,6.49,2.047
2370,-0.473,84.89,awake,9.11,-0.471,0.0445,5.92,11.193
2371,-1.0786,59.18,deep,33.51,-1.0774,0.0538,9.77,58.1897
2372,0.4581,73.22,light,37.1,0.466,0.046,7.32,10.9628
2373,0.9047,81.51,awake,27.73,0.911,0.0455,5.53,41.5975
2374,0.7063,58.28,deep,42.86,0.7172,0.0456,6.43,25.8252
2375,0.8308,78.03,light,36.68,0.8362,0.0605,4.08,35.1466
2376,0.4642,72.61,light,27.23,0.4688,0.0473,8.43,11.1012
2377,-0.0989,60.1,deep,66.28,-0.1002,0.0555,4.5,0.656
2378,-0.7486,72.2,light,32.93,-0.7492,0.0537,5.83,28.2128
2379,0.6363,53.57,deep,55.52,0.6388,0.0542,8.16,20.5511
2380,1.2227,95.38,awake,22.94,1.2226,0.0442,5.78,74.8363
2381,-0.2689,60.4,deep,51.68,-0.2667,0.0533,9.02,3.6993
2382,-0.1287,77.85,light,30.43,-0.1153,0.0502,6.82,0.7908
2383,-0.6207,83.34,awake,28.4,-0.6213,0.0396,9.54,19.3819
2384,0.5424,58.59,deep,53.08,0.5405,0.0453,9.8,14.7078
2385,0.4523,80.43,light,30.96,0.4529,0.0398,5.18,10.3367
2386,0.711,75.67,light,35.17,0.7187,0.0536,3.27,25.9671
2387,-0.2095,79.72,light,37.7,-0.2124,0.0524,7.62,2.394
2388,-0.0368,59.71,deep,52.08,-0.0313,0.0535,9.37,0.1922
2389,0.4087,73.18,light,19.5,0.4037,0.0568,4.71,8.3086
2390,-0.4696,74.49,light,32.96,-0.4636,0.0503,7.01,10.8742
2391,0.021,61.47,deep,53.43,0.0249,0.0386,8.61,0.1056
2392,-0.8323,83.91,awake,26.6,-0.8205,0.0478,6.68,33.774
2393,0.1022,75.58,light,22.77,0.1055,0.0459,3.88,0.6619
2394,0.9222,73.49,light,36.98,0.9177,0.0539,3.0,42.2549
2395,-0.0731,78.19,light,36.65,-0.0699,0.0614,8.51,0.433
2396,0.4153,82.88,awake,20.14,0.4169,0.0402,3.73,8.7715
2397,-0.0109,83.4,awake,24.3,-0.0099,0.0488,6.57,0.1241
2398,0.2346,76.27,light,35.15,0.2348,0.0528,4.1,2.8947
2399,-0.0881,76.89,light,39.92,-0.0822,0.0519,5.02,0.4723
2400,1.4755,83.86,awake,22.0,1.4887,0.0534,8.01,110.9544
2401,-0.4228,74.89,light,41.47,-0.4125,0.0409,7.79,8.5904
2402,-0.2642,57.87,deep,64.12,-0.2632,0.0463,4.63,3.5708
2403,-0.2094,72.28,light,35.24,-0.2021,0.0569,8.54,2.2031
2404,-0.3735,63.53,deep,45.28,-0.3711,0.0487,4.03,7.0034
2405,0.8524,80.79,awake,22.3,0.8421,0.0509,4.97,35.5828
2406,0.4944,85.61,awake,19.99,0.5006,0.0475,8.13,12.6418
2407,-0.0846,89.55,awake,10.63,-0.0943,0.0453,8.64,0.5468
2408,-0.3111,77.62,awake,10.34,-0.3056,0.0517,7.86,4.8015
2409,-0.2075,59.84,deep,46.41,-0.215,0.0522,9.75,2.4474
2410,-0.178,61.6,deep,57.08,-0.1707,0.0423,5.83,1.5462
2411,-0.3886,60.13,deep,55.86,-0.3933,0.0407,7.6,7.8155
2412,0.6601,60.74,deep,51.25,0.6646,0.051,7.59,22.2157
2413,-0.1762,73.11,light,32.0,-0.1907,0.0538,4.69,1.9636
2414,-1.0984,74.77,light,35.45,-1.1058,0.0523,8.42,61.2717
2415,0.3676,73.92,light,39.34,0.3841,0.0559,9.71,7.5321
2416,0.1667,56.97,deep,43.37,0.1765,0.052,8.33,1.6936
2417,-0.6095,65.58,deep,61.45,-0.612,0.0486,7.27,18.8463
2418,-0.4064,71.04,light,27.58,-0.4039,0.0503,8.22,8.2833
2419,-0.1337,84.01,awake,20.94,-0.1268,0.0481,5.34,0.9197
2420,-1.0306,75.01,light,38.36,-1.0179,0.0506,7.77,51.9292
2421,0.2169,56.55,deep,52.92,0.2263,0.0457,9.22,2.6638
2422,0.8004,83.4,awake,12.96,0.809,0.0459,3.98,32.827
2423,-0.2883,86.74,awake,14.53,-0.2833,0.0472,4.03,4.1243
2424,-0.3513,58.82,deep,68.73,-0.3653,0.0412,7.96,6.7573
2425,0.7953,72.56,light,15.67,0.7945,0.0507,3.22,31.6882
2426,0.6018,80.6,awake,23.86,0.5941,0.0534,3.73,17.7908
2427,-0.7273,71.31,light,30.44,-0.7353,0.0428,5.44,27.1276
2428,1.7788,86.3,awake,35.1,1.7652,0.0481,9.84,155.9202
2429,-0.4529,74.94,light,36.55,-0.4587,0.0517,4.62,10.6537
2430,-1.3427,92.75,awake,17.94,-1.3444,0.0476,7.7,90.4889
2431,-0.4039,56.47,deep,61.08,-0.4123,0.0441,6.27,8.5974
2432,0.0771,76.97,awake,30.76,0.0776,0.0564,4.12,0.4606
2433,0.87,81.48,awake,21.4,0.8698,0.0546,4.93,37.9793
2434,0.2635,76.73,light,40.99,0.2658,0.0542,5.75,3.6797
2435,1.5536,86.3,awake,21.6,1.551,0.0435,8.06,120.3709
2436,-0.3785,78.83,light,38.58,-0.3874,0.0539,8.77,7.651
2437,-0.6186,72.75,light,45.1,-0.6274,0.0442,8.32,19.7769
2438,0.0232,83.92,light,38.84,0.0272,0.0463,8.83,0.1441
2439,-0.3287,72.61,light,36.49,-0.3196,0.046,5.2,5.2122
2440,-0.6838,83.97,awake,20.36,-0.6949,0.0504,5.07,24.2694
2441,-0.5411,58.61,deep,56.3,-0.541,0.0541,5.2,14.778
2442,0.1646,86.7,awake,16.19,0.1694,0.0512,8.02,1.5653
2443,-0.1065,68.28,light,32.14,-0.1043,0.0575,3.67,0.7095
2444,0.1474,78.49,awake,22.24,0.1636,0.0414,9.85,1.4237
2445,-0.3391,76.96,light,33.67,-0.3198,0.0557,4.56,5.2699
2446,-0.3925,85.23,awake,17.76,-0.3785,0.054,8.0,7.3096
2447,0.728,61.81,deep,56.82,0.7349,0.045,9.88,27.1035
2448,-0.1865,78.2,awake,19.54,-0.1755,0.0442,5.21,1.6383
2449,0.2186,59.9,deep,61.87,0.2098,0.0432,8.07,2.2936
2450,0.1214,82.63,awake,22.36,0.1164,0.0477,3.27,0.7916
2451,-1.1224,82.78,awake,12.37,-1.1248,0.0445,5.42,63.3555
2452,1.6125,82.66,awake,7.33,1.624,0.0516,9.98,132.0078
2453,0.0393,76.93,light,34.05,0.0494,0.0517,9.31,0.2554
2454,-0.7599,83.71,awake,15.95,-0.7666,0.0469,8.72,29.4944
2455,-0.82,78.2,light,36.99,-0.8332,0.0494,3.09,34.836
2456,-0.4321,58.85,deep,53.2,-0.4383,0.0451,6.03,9.7053
2457,0.4871,59.95,deep,47.32,0.473,0.0471,4.49,11.2966
2458,0.7764,57.29,deep,49.69,0.7736,0.0431,4.3,30.0124
2459,1.5956,86.4,awake,16.2,1.601,0.0544,8.4,128.3096
2460,-0.2172,71.58,light,29.3,-0.2115,0.0481,6.4,2.3522
2461,0.2911,75.53,light,36.25,0.2834,0.0543,3.31,4.1641
2462,0.1716,58.43,deep,47.49,0.1765,0.052,3.16,1.6925
2463,0.5507,74.13,light,30.07,0.5511,0.0554,3.61,15.3396
2464,0.6543,89.02,awake,8.85,0.6518,0.0411,6.61,21.3266
2465,-0.0411,60.1,deep,48.64,-0.0293,0.0496,5.2,0.1662
2466,-0.2553,59.59,deep,41.19,-0.2497,0.043,8.2,3.2109
2467,0.4839,77.63,light,28.88,0.484,0.0427,7.44,11.8058
2468,0.3141,57.66,deep,49.91,0.3109,0.04,9.48,4.913
2469,1.1206,67.75,light,35.65,1.1229,0.0549,5.26,63.1919
2470,0.7904,61.07,deep,56.58,0.7964,0.047,3.51,31.8212
2471,0.4356,80.15,light,35.91,0.4344,0.0443,7.96,9.5338
2472,0.7475,81.67,awake,20.58,0.7542,0.0466,4.22,28.5532
2473,-1.521,72.72,light,31.95,-1.5107,0.0426,6.73,114.1953
2474,0.6329,95.04,awake,15.8,0.6452,0.0436,9.6,20.9066
2475,0.3463,85.51,awake,22.23,0.3551,0.0511,6.81,6.4344
2476,1.6257,86.8,awake,16.24,1.6256,0.0492,6.73,132.2483
2477,-0.5924,61.7,deep,47.29,-0.5803,0.049,8.28,16.9591
2478,0.2862,61.87,deep,59.17,0.2805,0.0494,9.25,4.055
2479,0.2816,74.2,light,33.49,0.2772,0.0558,3.78,3.9972
2480,0.3479,82.09,awake,18.08,0.3497,0.0454,4.91,6.2167
2481,-2.2407,73.73,light,40.14,-2.2307,0.0483,5.49,248.9265
2482,1.0099,59.21,deep,58.33,1.0172,0.0466,6.83,51.8455
2483,1.5452,73.81,light,40.97,1.555,0.0514,5.6,121.0307
2484,0.246,58.71,deep,62.23,0.2472,0.0516,9.43,3.1886
2485,-0.5432,68.81,light,37.22,-0.5465,0.0465,7.74,15.0402
2486,-0.2743,57.75,deep,60.62,-0.2846,0.0449,9.25,4.1507
2487,-0.3888,86.34,awake,12.87,-0.3974,0.055,5.81,8.0459
2488,0.0444,88.13,awake,25.09,0.0433,0.0528,4.66,0.233
2489,0.4171,60.85,deep,62.28,0.4212,0.0498,7.24,8.9926
2490,0.0943,83.49,light,43.95,0.0867,0.0559,4.34,0.5322
2491,0.2996,58.49,deep,45.91,0.3056,0.0534,6.19,4.8133
2492,0.9462,75.1,light,36.63,0.9475,0.0462,6.94,44.991
2493,1.0161,84.68,awake,19.55,1.0223,0.044,6.23,52.3561
2494,1.4927,73.27,light,32.05,1.4838,0.053,6.3,110.2258
2495,-0.0647,61.05,deep,60.42,-0.0569,0.0411,4.38,0.2462
2496,-0.2542,72.6,light,36.15,-0.2537,0.0606,8.73,3.403
2497,0.1244,61.3,deep,59.69,0.1396,0.0475,5.65,1.0874
2498,-1.0689,84.6,awake,21.99,-1.0706,0.0433,9.57,57.3987
2499,-0.1845,79.95,light,38.71,-0.179,0.0446,9.61,1.7009
2500,-0.4916,60.73,deep,52.37,-0.4927,0.052,9.91,12.2726
2501,0.3397,76.74,light,34.26,0.3338,0.0501,7.19,5.6968
2502,0.3804,77.87,light,31.87,0.3817,0.0475,9.08,7.3985
2503,0.8527,78.88,light,41.02,0.8601,0.0513,9.63,37.1213
2504,0.4899,80.66,awake,18.53,0.4928,0.0458,5.95,12.2469
2505,0.2968,78.34,light,25.63,0.3005,0.0469,8.29,4.6255
2506,-0.2897,89.16,awake,23.06,-0.2784,0.0477,3.24,3.9877
2507,-0.0605,60.71,deep,56.92,-0.0584,0.0389,7.37,0.2464
2508,-0.0286,73.93,light,34.39,-0.031,0.0419,6.68,0.136
2509,-0.248,86.33,awake,27.72,-0.2495,0.0569,5.16,3.2735
2510,0.1777,83.68,awake,14.17,0.1734,0.0527,5.61,1.6431
2511,0.7365,84.09,awake,17.64,0.7277,0.0484,7.18,26.5948
2512,0.6264,84.86,awake,12.32,0.6191,0.047,6.24,19.2761
2513,0.3597,74.34,light,17.13,0.3682,0.0467,7.26,6.8879
2514,-0.283,61.19,deep,61.78,-0.2888,0.0475,9.11,4.2824
2515,-0.3564,80.81,awake,9.84,-0.3603,0.0457,6.13,6.5955
2516,0.6186,59.17,deep,65.4,0.6187,0.0552,9.95,19.2895
2517,0.3664,73.09,light,34.91,0.3806,0.049,8.22,7.3613
2518,-0.053,58.1,deep,57.97,-0.0581,0.0541,4.2,0.3149
2519,0.0381,81.57,light,32.37,0.0193,0.0537,8.88,0.1627
2520,-1.8777,82.12,light,35.44,-1.8684,0.0485,6.77,174.662
2521,0.159,63.8,deep,53.71,0.1609,0.0623,8.62,1.4882
2522,-1.1307,74.56,light,38.66,-1.1434,0.0461,4.93,65.4766
2523,-0.0656,61.33,deep,37.95,-0.07,0.0512,9.37,0.3758
2524,0.778,86.48,awake,15.81,0.7725,0.0425,8.57,29.925
2525,-1.003,59.83,deep,70.2,-0.9928,0.0538,9.83,49.4312
2526,0.3779,72.47,light,31.25,0.3676,0.0552,9.53,6.9101
2527,0.4592,72.71,light,33.13,0.4417,0.0484,7.81,9.8703
2528,0.4305,60.05,deep,59.8,0.4326,0.0518,9.25,9.4898
2529,-0.2883,61.08,deep,61.5,-0.2956,0.0453,3.68,4.4705
2530,-0.8346,75.79,light,37.92,-0.8304,0.0574,5.02,34.6418
2531,1.2017,78.31,light,39.25,1.1983,0.053,3.8,71.9322
2532,0.113,84.16,awake,23.25,0.115,0.041,3.23,0.7455
2533,0.6094,86.47,awake,16.56,0.6092,0.0543,4.04,18.7037
2534,-0.0979,72.29,light,38.54,-0.0923,0.0535,7.81,0.5694
2535,-0.0194,73.34,light,31.24,-0.0054,0.054,6.65,0.1473
2536,-0.929,77.56,light,26.92,-0.9332,0.0444,3.44,43.6396
2537,1.1011,78.88,awake,15.7,1.1136,0.041,3.78,62.0872
2538,-0.3408,61.69,deep,49.91,-0.3572,0.0512,5.43,6.5088
2539,0.1729,74.92,light,37.19,0.1736,0.0554,3.92,1.6597
2540,1.731,60.72,deep,64.01,1.7332,0.0459,6.4,150.3075
2541,0.7859,78.02,light,35.33,0.7845,0.0504,8.3,30.897
2542,0.3113,62.33,deep,56.41,0.3117,0.0533,4.61,4.9987
2543,-0.9954,84.2,awake,21.75,-0.9983,0.0382,7.55,49.9079
2544,-0.9904,72.16,light,31.57,-0.997,0.0447,3.94,49.8028
2545,-0.3799,78.34,light,25.74,-0.3688,0.0477,3.89,6.9149
2546,-0.9704,71.98,light,25.58,-0.9657,0.0539,7.67,46.7764
2547,0.3621,59.11,deep,62.15,0.3545,0.0501,8.1,6.4074
2548,0.4951,61.89,deep,63.34,0.4931,0.0502,3.26,12.2813
2549,-0.4935,75.37,light,36.8,-0.4878,0.0461,7.75,12.0057
2550,1.1228,82.32,awake,22.71,1.1242,0.0383,3.87,63.2591
2551,1.4567,87.16,awake,22.78,1.4678,0.0462,7.54,107.8322
2552,-0.4828,74.2,light,34.25,-0.4799,0.0433,3.13,11.6073
2553,0.7661,75.41,light,36.23,0.7615,0.0519,6.29,29.1301
2554,-0.1492,59.45,deep,51.75,-0.1471,0.0555,7.32,1.2358
2555,-0.1863,60.27,deep,53.27,-0.1819,0.0462,4.44,1.7621
2556,1.0909,75.88,light,36.36,1.0966,0.0479,4.08,60.2429
2557,0.3226,77.61,light,40.53,0.3256,0.0566,6.61,5.461
2558,-0.772,74.34,light,42.85,-0.7831,0.0529,4.46,30.7993
2559,-0.4295,63.88,deep,45.74,-0.4229,0.045,6.33,9.0431
2560,1.0114,74.87,light,38.42,1.0148,0.0458,6.41,51.5989
2561,0.7551,78.15,awake,22.14,0.7657,0.0446,6.25,29.4123
2562,-0.2374,78.84,light,32.16,-0.2372,0.0449,6.51,2.9148
2563,0.0554,63.47,deep,80.4,0.052,0.0486,6.12,0.2532
2564,-0.0667,89.71,awake,20.65,-0.0599,0.0468,3.1,0.2886
2565,-0.5266,62.73,deep,53.42,-0.5383,0.0489,9.72,14.6085
2566,-0.1725,59.98,deep,66.47,-0.1652,0.0467,7.82,1.4741
2567,-0.2051,62.26,deep,58.37,-0.1968,0.0362,3.47,2.0021
2568,-0.7362,58.32,deep,51.06,-0.7338,0.0562,3.6,27.0786
2569,0.2758,63.4,deep,57.82,0.2721,0.0555,5.7,3.8575
2570,-0.2513,86.89,awake,31.87,-0.2611,0.0456,3.62,3.513
2571,-0.7198,86.37,awake,26.83,-0.7138,0.0451,9.96,25.5757
2572,-0.2937,59.74,deep,51.01,-0.2894,0.0498,6.41,4.3105
2573,0.2916,83.12,awake,20.01,0.2852,0.0521,6.53,4.2021
2574,-0.5469,78.87,awake,23.05,-0.5471,0.0525,8.56,15.1016
2575,0.0873,88.64,awake,19.23,0.0904,0.0502,5.5,0.5344
2576,-0.9493,74.67,light,39.21,-0.9483,0.0478,7.18,45.08
2577,-0.2804,60.89,deep,59.22,-0.2826,0.0481,4.21,4.11
2578,-0.4344,89.98,awake,13.45,-0.4515,0.0561,8.31,10.3489
2579,0.3062,90.63,awake,16.41,0.3148,0.0515,6.82,5.0881
2580,0.5717,74.77,light,32.77,0.5761,0.0458,8.2,16.6985
2581,-0.0191,78.49,light,32.71,-0.0226,0.0535,8.32,0.1688
2582,0.0758,58.97,deep,65.16,0.076,0.0409,5.61,0.3726
2583,0.3075,58.98,deep,57.39,0.3082,0.0465,9.83,4.8566
2584,0.4124,75.94,light,30.65,0.397,0.0547,5.52,8.0304
2585,0.0707,71.74,light,32.47,0.0677,0.042,3.69,0.3174
2586,0.6475,63.1,deep,55.96,0.6414,0.0485,4.41,20.6867
2587,0.3055,76.77,light,34.88,0.3133,0.0503,5.82,5.0351
2588,-0.3331,85.2,awake,22.55,-0.3414,0.0557,7.04,5.9822
2589,1.0186,90.52,awake,18.24,1.0128,0.0452,9.6,51.3908
2590,-0.1936,78.79,light,30.29,-0.1938,0.054,5.02,2.0241
2591,-0.2844,77.43,light,43.79,-0.286,0.0502,5.5,4.2167
2592,0.2289,71.9,light,38.42,0.2326,0.0419,6.54,2.7922
2593,0.1622,58.86,deep,52.62,0.1636,0.0524,7.98,1.4753
2594,-0.0877,78.44,light,38.13,-0.0872,0.0487,9.15,0.4987
2595,0.6931,61.63,deep,55.31,0.6943,0.0526,6.22,24.2383
2596,-0.2533,78.66,awake,15.61,-0.2488,0.0549,5.69,3.2463
2597,-0.6787,58.52,deep,61.72,-0.6698,0.0533,5.45,22.5716
2598,-0.1079,65.96,light,37.39,-0.0968,0.0493,7.89,0.5897
2599,-0.4486,92.62,awake,22.62,-0.4402,0.0537,4.84,9.8345
2600,0.3504,80.22,awake,18.07,0.3481,0.0374,9.26,6.1288
2601,-1.1085,76.46,light,40.01,-1.1098,0.053,4.6,61.7186
2602,-1.7391,74.2,light,22.84,-1.7492,0.05,6.68,153.1062
2603,0.3744,77.33,light,41.44,0.3742,0.0505,7.36,7.1271
2604,0.4121,75.94,light,33.98,0.4097,0.0443,7.66,8.4894
2605,0.3474,59.94,deep,70.17,0.3493,0.0502,7.29,6.228
2606,0.5333,72.2,light,46.07,0.5294,0.0495,5.19,14.1376
2607,-0.0424,57.88,deep,51.29,-0.0486,0.0539,9.02,0.2635
2608,0.2777,72.44,light,36.77,0.2843,0.0495,7.15,4.1648
2609,0.8278,59.31,deep,66.43,0.8342,0.0515,3.88,34.9242
2610,-0.0814,59.79,deep,52.29,-0.0844,0.0468,3.27,0.4656
2611,0.0022,70.27,light,33.79,-0.0041,0.0524,5.04,0.1379
2612,0.1125,82.2,awake,7.79,0.11,0.0496,8.19,0.7279
2613,0.6582,60.49,deep,57.92,0.6636,0.0469,8.0,22.1286
2614,1.438,80.08,light,32.42,1.4259,0.0493,8.78,101.7747
2615,0.2474,59.85,deep,59.16,0.2592,0.0391,9.49,3.4344
2616,0.826,77.39,light,29.22,0.8147,0.0448,7.03,33.2855
2617,-0.5026,74.95,light,34.82,-0.4963,0.0568,9.93,12.479
2618,-0.0671,58.35,deep,61.29,-0.0611,0.0458,7.45,0.2919
2619,-0.1375,81.75,awake,15.29,-0.1377,0.0625,5.83,1.1437
2620,1.0009,86.41,awake,22.24,1.0094,0.0496,8.56,51.0633
2621,-0.0283,58.64,deep,60.44,-0.0275,0.0529,7.24,0.1779
2622,1.3592,81.68,awake,14.55,1.3685,0.0449,4.88,93.745
2623,-0.7997,81.5,awake,22.22,-0.806,0.0505,3.99,32.6114
2624,0.7567,62.46,deep,64.57,0.7609,0.0535,3.97,29.0921
2625,0.697,60.77,deep,53.19,0.6819,0.0557,5.15,23.4028
2626,-0.1934,61.06,deep,50.52,-0.1939,0.043,3.22,1.9715
2627,0.1036,56.44,deep,58.82,0.1056,0.0504,9.61,0.6848
2628,1.0654,70.59,light,39.21,1.0655,0.0373,8.75,56.8361
2629,-1.0858,59.07,deep,55.82,-1.0938,0.045,7.65,59.9177
2630,-0.9215,73.65,light,33.02,-0.9204,0.0548,8.73,42.5029
2631,-0.6638,76.76,awake,16.57,-0.6672,0.0535,5.86,22.399
2632,-0.4586,79.77,awake,14.67,-0.4547,0.043,8.38,10.4295
2633,-0.4334,59.67,deep,55.77,-0.425,0.0463,5.82,9.1366
2634,-0.5744,76.29,light,26.21,-0.5836,0.0509,6.71,17.1619
2635,1.7803,91.11,awake,15.06,1.7812,0.0468,6.88,158.7448
2636,0.0044,73.34,light,26.67,-0.0081,0.0497,3.94,0.1268
2637,-0.9219,71.06,light,30.7,-0.9287,0.0461,6.81,43.2306
2638,0.0804,69.22,light,33.28,0.0833,0.0357,9.45,0.411
2639,0.2635,59.62,deep,54.05,0.2624,0.0473,7.15,3.5549
2640,-0.031,72.93,light,30.38,-0.0314,0.0461,3.86,0.1553
2641,0.4964,73.24,light,33.65,0.4882,0.05,8.33,12.0419
2642,0.1183,87.31,awake,20.46,0.1157,0.0415,7.64,0.7559
